"Issue ID","Issue Category","PR","Issue Title","File Path","Line Number","Issue Suggestion","Commented Time"
"450","P2","#1071","XPU 拷贝 fallback 立即同步，打断热路径流水","rtp_llm/models_py/bindings/common/FusedCopyOp.cc","40","D2D/H2D 拷贝只入队不 wait，依赖当前 XPU stream 顺序；仅 D2H 且 host 后续马上消费时再显式同步。","2026-06-12T02:19:36Z"
"451","P2","#1071","XPU 采样无过滤场景仍整表 clone 概率","rtp_llm/models_py/bindings/core/CudaSampleOp.cc","474","先计算 has_top_k/has_top_p/need_original_probs，仅需要保留原始概率时 clone；无过滤时直接复用 probs_t 采样。","2026-06-12T02:19:36Z"
"452","P2","#1071","masked_m 生效前已处理全量 FP8 输入","rtp_llm/models_py/bindings/xpu/RegisterXpuBaseBindings.hpp","272","在 fuse_silu_and_mul 和 float cast 前按 masked_m 截断 gate/up 或 input，只对实际写回的行做量化准备。","2026-06-12T02:19:36Z"
"453","P2","#1071","XPU penalty 参数缺少成组校验","rtp_llm/models_py/bindings/core/CudaSampleOp.cc","366","复用 CUDA 路径的检查：repetition_penalty 存在时显式校验 presence_penalty 和 frequency_penalty 都存在，并给出可读错误。","2026-06-12T02:19:36Z"
"454","P2","#1071","XCCL 回调每次 collective 都重复 set_device","rtp_llm/models_py/distributed/collective_torch.py","394","注册回调时缓存是否为 XPU；热路径里仅当 current_device != local_rank 时 set_device，或在线程首次回调时设置一次。","2026-06-12T02:19:36Z"
"455","P2","#1071","ROCm beam search 覆盖被移除且未见替代","rtp_llm/test/smoke/suites_rocm_oss.bzl","13","如果 ROCm beam search 仍受支持，保留或迁移等价单测/smoke；若不支持，显式在 PR 说明中标注并在运行时禁用该路径。","2026-06-12T02:19:36Z"
"456","P2","#1071","ROCm beam search 覆盖被删除且未见替代","rtp_llm/test/smoke/suites_rocm_oss.bzl","11","保留至少一个 ROCm beam search 单测或 smoke case；如迁移到 core/common 测试，请在 ROCm tag/平台配置中显式覆盖。","2026-06-12T02:19:36Z"
"457","P2","#1071","SDPA fallback 在 batch 循环中逐元素 GPU 回读","rtp_llm/models_py/modules/base/xpu/vllm_xpu_ops.py","356","优先使用 cu_seqlens_host/input_lengths 在 CPU 侧一次性计算分段和 max_seqlen；fallback 中避免对设备 tensor 逐元素 .item()。","2026-06-12T02:19:36Z"
"458","P2","#1071","Embedding fallback 会忽略 multimodal mask 参数","rtp_llm/models_py/modules/base/common/embedding.py","44","fallback 路径若收到任一可选参数应显式 raise，或实现与 C++ op 一致的 mask/position/type 语义。","2026-06-12T02:19:36Z"
"459","P2","#1071","paged decode 对多 query speculative 场景只有注释没有防御","rtp_llm/models_py/modules/factory/attention/xpu_impl/vllm_flash_attn.py","507","在 _paged_decode 中加入显式校验 qkv.shape[0] == num_requests，不满足时 raise NotImplementedError。","2026-06-12T02:19:36Z"
"460","P3","#1071","Beam search 有一次无用输出分配","rtp_llm/models_py/bindings/core/CudaBeamSearchOp.cc","196","删除空分配，直接用 gather 返回值初始化；若需要复用缓冲，改用 out/in-place 形式。","2026-06-12T02:19:36Z"
"461","P1","#1071","XPU 构建会把 CudaOps.cc 编进来但走到 HIP 分支","rtp_llm/models_py/bindings/core/BUILD","254","给 CudaOps.cc 增加独立 `#elif USING_XPU` 实现，或不要在 XPU 的 exec_ctx_ops 中编译该文件。","2026-06-12T04:07:21Z"
"462","P1","#1071","XPU fast_topk_v2 忽略 lengths/row_starts 会选错索引","rtp_llm/models_py/bindings/xpu/RegisterXpuBaseBindings.hpp","454","按 CUDA fast_topk 语义逐行处理有效长度和 row_start；`length <= topk` 时填有效索引并补 `-1`，并补短序列/ragged 用例。","2026-06-12T04:07:21Z"
"463","P1","#1071","XPU FP8 v2 量化的 masked_m API 与现有契约不兼容","rtp_llm/models_py/bindings/xpu/RegisterXpuBaseBindings.hpp","266","把 XPU 签名改为 `std::optional<torch::Tensor>`，按每个 expert 的 masked_m 分段量化；如果暂不支持 masked layout，应在 masked_m 有值时 fail-fast。","2026-06-12T04:07:21Z"
"464","P1","#1071","XPU speculative RPC 序列化会读取设备指针","rtp_llm/cpp/normal_engine/speculative/MtpExecutor.cc","541","序列化前统一判断 `is_cuda() || is_xpu()` 并搬到 CPU，或在 TensorPbConvert::torchToPb 内拒绝/搬运非 CPU tensor。","2026-06-12T04:07:21Z"
"465","P1","#1071","XPU available_bytes 可能高估 KV cache 可用显存","rtp_llm/models_py/bindings/core/ExecOps.cc","395","改用 XPU runtime/allocator 能反映真实可分配显存的查询；至少扣除 reserved_bytes/current，并与一次保守探测或 warmup 结果取 min。","2026-06-12T04:07:21Z"
"466","P1","#1071","XPU pybind 注册仍指向 dummy_register","arch_config/arch_select.bzl","230","把 `using_xpu` 分支切到 `@rtp_llm//rtp_llm/models_py/bindings/xpu:xpu_bindings_register`，并保留一个 import/ops smoke 覆盖。","2026-06-12T04:07:21Z"
"467","P1","#1071","XPU fused copy 目标缺少 SYCL 编译特性","rtp_llm/models_py/bindings/common/BUILD","23","给 fuse_copy_op 的 XPU 分支显式加 features=[""xpu_sycl_compile""] 和必要 XPU deps；或改为纯 torch::Tensor::copy_ fallback，避免直接 SYCL API。","2026-06-12T04:07:21Z"
"468","P2","#1071","XPU warm-up 实现被构造函数条件挡住","rtp_llm/cpp/normal_engine/NormalEngine.cc","85","把构造函数 warm-up guard 扩为 `USING_CUDA || USING_XPU`，或删除不可达 XPU warm-up 分支并明确不支持，避免 KV cache sizing 失去 warm-up 数据。","2026-06-12T04:07:21Z"
"469","P2","#1071","XPU crosstool wrapper 重复扫描 params 文件","3rdparty/gpus/crosstool/clang/bin/crosstool_wrapper_driver_xpu.tpl","167","把语言/链接动作检测和 flag 过滤合并到一次 @params 遍历中，或仅在确实过滤出变更时才重写临时 params 文件。","2026-06-12T04:07:21Z"
"470","P2","#1071","缺少 ze_loader 时仍继续生成 XPU 工具链","3rdparty/gpus/xpu_configure.bzl","332","TF_NEED_XPU=1 时找不到 libze_loader.so 应在 configure 阶段 fail，或同步让 toolchain 不再注入 -lze_loader。","2026-06-12T04:07:21Z"
"471","P2","#1071","编译器 include 探测失败会静默退化为空列表","3rdparty/gpus/xpu_configure.bzl","82","检查 repository_ctx.execute 的 return_code，并在 TF_NEED_XPU=1 且 include 列表为空时 fail，带上 compiler stderr。","2026-06-12T04:07:21Z"
"472","P2","#1071","torch 仓库定位可能与实际导入的 torch 不一致","3rdparty/gpus/torch_xpu_configure.bzl","51","用 torch.__file__ 反推实际 torch 包目录和 torch/lib，而不是依赖 site.getsitepackages()[0]。","2026-06-12T04:07:21Z"
"473","P2","#1071","XPU fused copy 每次都会强制同步流","rtp_llm/models_py/bindings/common/FusedCopyOp.cc","40","去掉无条件 wait，依赖当前 XPU stream 的顺序语义；只有确实需要主机可见结果时由调用方显式同步。","2026-06-12T04:07:21Z"
"474","P2","#1071","采样惩罚路径按 batch 反复分配 vocab 级临时张量","rtp_llm/models_py/bindings/core/CudaSampleOp.cc","391","改成 batched scatter_add 或复用 workspace；若该路径是线上配置，建议补 XPU kernel，避免每 token 每行分配 vocab 直方图。","2026-06-12T04:07:21Z"
"475","P2","#1071","XPU top_p/top_k 过滤逐行排序导致热路径 launch 过多","rtp_llm/models_py/bindings/core/CudaSampleOp.cc","477","优先使用 batched topk/sort/filter，或实现专用 XPU sampling kernel；至少避免每行单独创建 sorted_probs/sorted_indices/mask。","2026-06-12T04:07:21Z"
"476","P2","#1071","XPU beam search 每步物化完整 FP32 beam-vocab 概率矩阵","rtp_llm/models_py/bindings/core/CudaBeamSearchOp.cc","175","采用两阶段 topk/候选裁剪或复用 workspace；若 XPU beam search 进入服务路径，应补专用 kernel 或限制配置。","2026-06-12T04:07:21Z"
"477","P2","#1071","XPU CUDA Graph copy 空实现会掩盖误调用","rtp_llm/models_py/bindings/xpu/RegisterXpuBaseBindings.hpp","423","改为 `TORCH_CHECK(false, ...)` 明确报错，或实现真实 copy；不要用空操作作为降级。","2026-06-12T04:07:21Z"
"478","P1","#1071","XPU fast_topk 在有效长度小于 topk 时会返回 padding 区索引","rtp_llm/models_py/bindings/xpu/RegisterXpuBaseBindings.hpp","466","当 lengths[b] < k 时，按 CUDA 语义将超出有效长度的位置填为 -1，或对每行只在有效区间 topk 后显式补 -1，避免下游读取无效 KV 位置。","2026-06-12T07:40:28Z"
"479","P1","#1071","XPU 未注册 MoE 选择算子类","rtp_llm/models_py/bindings/xpu/RegisterXpuOps.cc","6","补齐 XPU 侧 SelectTopkOp、GroupTopKOp、FakeBalanceExpertOp 的 pybind 类，或同步修改 Python MoE wrapper 使用已注册的 XPU fallback API。","2026-06-12T07:40:28Z"
"480","P1","#1071","XPU 拷贝实现缺少 SYCL 编译特性","rtp_llm/models_py/bindings/core/BUILD","241","给 exec_ctx_ops 的 XPU 分支拆出单独 target 或直接在 using_xpu 下启用 xpu_sycl_compile；同时补一个 XPU 编译 CI 覆盖 CudaOps.cc。","2026-06-12T07:40:28Z"
"481","P1","#1071","XPU MoE 缺少同名 pybind 类","rtp_llm/models_py/bindings/xpu/RegisterXpuOps.cc","6","为 XPU 注册同名 pybind class（可先用 PyTorch fallback 或明确 NotImplementedOp），或新增 XPU 专用 Python select_topk 路由，避免 MoE 初始化 AttributeError。","2026-06-12T07:40:28Z"
"482","P2","#1071","XPU 禁用 CUDA graph 时有一次冗余设备同步","rtp_llm/cpp/models/PyWrappedModel.h","256","XPU 不支持 graph 时直接关闭 `enable_cuda_graph_` 并记录日志即可；只有存在明确未完成异步初始化依赖时才保留同步并说明原因。","2026-06-12T07:40:28Z"
"483","P2","#1071","XPU 下 CHECK_CPU 会放过非 CPU 张量","rtp_llm/cpp/pybind/th_utils.h","46","将 CPU 校验改成显式 `x.is_cpu()` 或 `x.device().is_cpu()`，避免 CUDA/Meta 等非 CPU 张量误通过。","2026-06-12T07:40:28Z"
"484","P2","#1071","crosstool wrapper 对 params 文件做了重复 I/O","3rdparty/gpus/crosstool/clang/bin/crosstool_wrapper_driver_xpu.tpl","163","把 params 读取、过滤、语言判断合并为一次遍历；仅当过滤结果真的变化时才写临时 params 文件。","2026-06-12T07:40:28Z"
"485","P2","#1071","XPU 链接参数全局启用会放大构建开销","3rdparty/gpus/crosstool/xpu_cc_toolchain_config.bzl.tpl","88","将 xpu_link_flags 也改成按 target/二进制 opt-in，或只在实际依赖 XPU runtime 的目标上通过 linkopts/deps 注入。","2026-06-12T07:40:28Z"
"486","P2","#1071","torch 路径探测可能与实际导入不一致","3rdparty/gpus/torch_xpu_configure.bzl","51","用 import torch; pathlib.Path(torch.__file__) 反推实际 torch 包目录，再基于该目录检查 torch/lib 并生成 symlink。","2026-06-12T07:40:28Z"
"487","P2","#1071","编译器 include 探测失败会静默退化","3rdparty/gpus/xpu_configure.bzl","82","检查 repository_ctx.execute 的 return_code，并在 TF_NEED_XPU=1 且 include 列表为空时 fail，错误中带上 compiler stderr。","2026-06-12T07:40:28Z"
"488","P2","#1071","Python 共享库路径未校验存在性","3rdparty/gpus/xpu_configure.bzl","365","在 symlink 前用 repository_ctx.path(python_lib).exists 校验；缺失时 fail 并提示设置正确 PYTHON_BIN_PATH 或安装 shared libpython。","2026-06-12T07:40:28Z"
"489","P2","#1071","Level Zero fallback 路径未传给链接器","3rdparty/gpus/xpu_configure.bzl","316","生成 toolchain 时把实际 ze_loader 目录加入 link flags，或改为链接 @local_config_xpu//xpu:ze_loader/绝对库路径，避免仅 oneAPI 目录存在时链接失败。","2026-06-12T07:40:28Z"
"490","P2","#1071","无 python3 分支生成的 torch_xpu stub 不完整","3rdparty/gpus/torch_xpu_configure.bzl","20","复用同一个 dummy BUILD 生成逻辑，确保 @torch_xpu//:torch、:torch_api、:torch_libs 在所有非 XPU stub 场景下都可解析。","2026-06-12T07:40:28Z"
"491","P2","#1071","XPU multiMergeCopy 强制同步会破坏流水重叠","rtp_llm/models_py/bindings/core/CudaOps.cc","174","去掉无条件 queue.wait()，改为依赖当前 XPU stream 的顺序语义；仅在调用方确实需要 CPU 可见结果时显式同步。","2026-06-12T07:40:28Z"
"492","P2","#1071","XPU 采样惩罚路径按 batch 反复分配 vocab 级临时张量","rtp_llm/models_py/bindings/core/CudaSampleOp.cc","370","把频次统计改成批量化实现或 XPU fused kernel；至少复用 workspace，避免每个 token、每个 row 都分配 vocab 大小临时 buffer。","2026-06-12T07:40:28Z"
"493","P2","#1071","XPU runtimeCopy 未利用异步 H2D/D2H copy","rtp_llm/models_py/bindings/core/CudaOps.cc","164","对 pinned host 的 H2D/D2H 使用当前 XPU stream 的 async memcpy/copy，并保留必要的 D2H 同步点；同时评估是否应 honor params.overlapped。","2026-06-12T07:40:28Z"
"494","P2","#1071","XPU sampling 对 penalty optional 缺少成对校验","rtp_llm/models_py/bindings/core/CudaSampleOp.cc","366","像 CUDA 路径一样先检查 presence_penalty 和 frequency_penalty 同时存在，并给出明确错误信息，避免 bad_optional_access。","2026-06-12T07:40:28Z"
"495","P2","#1071","XPU per-token quant 缺少 group_size 边界检查","rtp_llm/models_py/bindings/xpu/RegisterXpuBaseBindings.hpp","206","在 int8/fp8/fp8_v2 三个 fallback 中检查 group_size > 0 且 last_dim % group_size == 0，失败时 TORCH_CHECK 输出可定位的配置错误。","2026-06-12T07:40:28Z"
"496","P1","#1071","XPU pip 仓库会在非 XPU Python 下被强制解析","deps/pip.bzl","75","不要无条件注册/加载 Python3.12-only 的 XPU lock；改为 XPU 专用注册路径，或确保该 pip repo 始终使用可用的 Python 3.12 且非 XPU 构建不会解析它。","2026-06-12T16:03:20Z"
"497","P1","#1071","XPU FP8 量化静默忽略 scale_ue8m0","rtp_llm/models_py/bindings/xpu/RegisterXpuBaseBindings.hpp","233","对 scale_ue8m0=true 先 TORCH_CHECK 明确不支持，或实现与 CUDA/DeepGEMM 一致的 UE8M0 scale 计算和输出布局。","2026-06-12T16:03:20Z"
"498","P1","#1071","Python 运行时无法识别 XPU，导致走 CUDA 模块路径","rtp_llm/models_py/bindings/xpu/RegisterXpuOps.cc","6","新增 DeviceType.XPU，并在 torch.xpu.is_available() 时返回 XPU；base/attention/fused_moe factory 为 XPU 单独注册 fallback 或 fail-fast 实现，避免导入 CUDA-only 模块。","2026-06-12T16:03:20Z"
"499","P1","#1071","XPU KV cache 布局没有匹配的 attention consumer","rtp_llm/models_py/bindings/OpDefs.h","86","补 XPU attention consumer 并显式消费 [block,2,seq,head,dim]，或保持与现有 consumer 一致的 HND layout；增加 XPU KV cache layout 单测/最小 attention smoke。","2026-06-12T16:03:20Z"
"500","P2","#1071","XPU 分支的 CHECK_CPU 没有真正校验 CPU","rtp_llm/cpp/pybind/th_utils.h","46","改成显式 `x.is_cpu()` 或 `x.device().is_cpu()`，避免非 XPU 的非 CPU tensor 被误放行。","2026-06-12T16:03:20Z"
"501","P2","#1071","wrapper 对 @params 文件做两次磁盘扫描并强制改写","3rdparty/gpus/crosstool/clang/bin/crosstool_wrapper_driver_xpu.tpl","167","把语言检测和过滤合成一次读取；只有 params 内容变化时才生成临时文件，否则复用原 @file。","2026-06-12T16:03:20Z"
"502","P2","#1071","SYCL 链接标志全局启用会扩大 XPU 链接成本","3rdparty/gpus/crosstool/xpu_cc_toolchain_config.bzl.tpl","88","将 `-fsycl/-lze_loader` 改成目标 opt-in feature，或只在实际依赖 XPU/SYCL runtime 的 cc target 上启用。","2026-06-12T16:03:20Z"
"503","P2","#1071","icpx include 探测失败会静默降级为空列表","3rdparty/gpus/xpu_configure.bzl","82","检查 compiler 探测命令的 return_code，并在解析不到内建 include 或结果为空时 fail fast，带上 stderr 便于定位 oneAPI 环境问题。","2026-06-12T16:03:20Z"
"504","P2","#1071","无 python3 时 torch_xpu stub 缺少目标","3rdparty/gpus/torch_xpu_configure.bzl","22","复用同一个 dummy BUILD 生成逻辑，确保 no-python3 路径也提供 torch、torch_api、torch_libs 目标。","2026-06-12T16:03:20Z"
"505","P2","#1071","ze_loader 的探测结果没有传入链接命令","3rdparty/gpus/xpu_configure.bzl","316","把探测到的 ze_loader 目录作为 -L 传入 toolchain，或让 XPU 链接目标显式依赖 @local_config_xpu//xpu:ze_loader。","2026-06-12T16:03:20Z"
"506","P2","#1071","XPU multiMergeCopy 无条件阻塞队列","rtp_llm/models_py/bindings/core/CudaOps.cc","174","去掉无条件 queue.wait()，依赖 current XPU stream 顺序；只有 D2H 或调用方明确需要 CPU 可见时再同步，或用 event 交给调用方等待。","2026-06-12T16:03:20Z"
"507","P2","#1071","XPU 重复惩罚路径每行分配整词表临时张量","rtp_llm/models_py/bindings/core/CudaSampleOp.cc","370","把频次统计改成按 batch 一次性 scatter_add，或复用预分配 workspace，避免每个 decode step 按 batch_size 重复分配 vocab_size 级临时张量。","2026-06-12T16:03:20Z"
